PARTNER_CODE,"REF_CONTEXT_
TYPE_CODE",FEES,"REVSHARE_
CAT","REVSHARE_
MODEL","BUSINESS_
TYPE","PRODUCT_
TYPE","PRICING_
MODEL_NAME",FORMULA,"EXCEPTION_
PRICING_MODEL_NAME1","EXCEPTION_
FORMULA1","ENTITY_
GROUP_1","EXCEPTION_
PRICING_MODEL_NAME2","EXCEPTION_
FORMULA2","EXCEPTION_
GROUP_2","EXCEPTION_
PRICING_MODEL_NAME3","EXCEPTION_
FORMULA3","EXCEPTION_
GROUP_3"
PTM_HOTELESULTIMAHOR,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_LIVERPOOLCITYGUI,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_HOTELSCONFIRMATI,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_BUDGETTRAVEL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_HOTELSINDUBROVNI,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_SINOTOURTW,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)*0.12,,,,,,,,,
PTM_AUINFO,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_WORKLIFE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0)),,,,,,,,,
PTM_IWILL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_GEOCITIES,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_SAVEREXPRESS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0.01)),,,,,,,,,
HAA_ROOMRATES,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)*0.05,,,,,,,,,
PTM_AUSTRALIANHOTELS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_INFINITEREWARDS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_MORRISSEYSELECT,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_TRIPREDEFINED,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Gross Booking,8,,,,,,,,,
PTM_MYTRAVELGATEWAY,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Gross Booking,8,,,,,,,,,
PTM_VIRGIN_STAFF,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,$ per Transaction,0,,,,,,,,,
HOTELBOOKINGSON,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)*0.07,,,,,,,,,
HAA_ROOMRATES,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0)),,,,,,,,,
PTM_TWEETWORLD,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Gross Booking,8,,,,,,,,,
PTM_AUSTRALIABEYOND,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Gross Booking,8,,,,,,,,,
PTM_JTGNEWZEALAND,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Gross Booking,8,,,,,,,,,
HAA_ADELAIDEONLINE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_EUROPEANEXPLORER,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_DHRSOFTWARE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_BOOKAHOTEL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_TRIPSAHEAD,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_CITIBANK,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0)),,,,,,,,,
HAA_KANATRAVEL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_LUCKYCROWNTOURS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_EVENTACCOM,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_BIZSTAY,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0.06)),,,,,,,,,
HAA_CONCIERGETRAVELT,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_IBERIA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0)),,,,,,,,,
HAA_HARVERYWORLDDAND,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0.12)),,,,,,,,,
HAA_EURORESSERVICE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0.1)),,,,,,,,,
HAA_NZONTHEWEB,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_MEDIBANK,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_COLATOUR,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0)),,,,,,,,,
HAA_123CASA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_AUSTRALIANACCOMM,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_JUNGLECITY,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_EZYFLY,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_AINA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0.1)),,,,,,,,,
PTM_MKASERVICES,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_CANADAALASKA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Profit,50,,,,,,,,,
PTM_SYDNEYONLINE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_TRAVELTOOLS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0.11)),,,,,,,,,
PTM_GETAROOMAUS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)*0.08,,,,,,,,,
PTM_CAFEYTREN,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_BOKAHOTELL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_JEP,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_HOTELSDIRECT,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_KAPSTADTTOUR,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_NAGYPIHENES,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_HOTELGUIDE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_BILETES,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_REISEPARTNER,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_PERGAMINOVIRTUAL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_RAJHOLIDAYS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_HOTELTRADER,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
